Title,Location,Rent,Bathrooms,BHK,Area
2 BHK House for Rent in Shivapura Bangalore,Shivapura,48000,3.0,2.0,1500
3 BHK Flat for Rent in Bangalore,,35000,2.0,3.0,1150
"2 BHK Flat for Rent in Bren Palms, Sector 6 HSR Layout, Bangalore","Bren Palms, Sector 6 HSR Layout",35000,4.0,2.0,1164
1 BHK House for Rent in Manyata Tech Park Road Bangalore,Manyata Tech Park Road,11000,1.0,1.0,900
"3 BHK Flat for Rent in Vinayaka Layout Nagarabhavi, Bangalore",Vinayaka Layout Nagarabhavi,45000,3.0,3.0,1650
"2 BHK Flat for Rent in Gm Palya, CV Raman Nagar, Bangalore","Gm Palya, CV Raman Nagar",35000,2.0,2.0,975
"2 BHK Flat for Rent in Bharat Golf View Apartments, HAL Old Airport Road, Bangalore","Bharat Golf View Apartments, HAL Old Airport Road",36000,2.0,2.0,1042
"2 BHK Flat for Rent in Mahendra Elena 5, Electronic City, Bangalore","Mahendra Elena 5, Electronic City",24000,2.0,2.0,1080
2 BHK House for Rent in Dhanalakshmi Layout Bangalore,Dhanalakshmi Layout,17000,1.0,2.0,1100
"2 BHK Flat for Rent in SLV Suhas Celestia, Abbigere, Bangalore","SLV Suhas Celestia, Abbigere",20000,2.0,2.0,1050
"2 BHK Flat for Rent in Prestige Park Square, Gottigere, Bangalore","Prestige Park Square, Gottigere",42500,2.0,2.0,800
"3 BHK Flat for Rent in Doddathoguru, Electronic City, Bangalore","Doddathoguru, Electronic City",32000,2.0,3.0,1300
"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,30000,3.0,2.0,1000
"1 BHK Flat for Rent in Ajmera Infinity, Electronic City, Bangalore","Ajmera Infinity, Electronic City",12000,1.0,1.0,650
1 BHK House for Rent in RK Hegde Nagar Bangalore,RK Hegde Nagar,12000,1.0,1.0,600
2 BHK House for Rent in sapthagiri nivasa prabhu Bangalore,sapthagiri nivasa prabhu,20000,2.0,2.0,200
1 BHK House for Rent in bilikallu bharath nagar Bangalore,bilikallu bharath nagar,5000,2.0,1.0,500
3 BHK House for Rent in Budigere Cross Bangalore,Budigere Cross,20000,2.0,3.0,1900
"1 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,14000,1.0,1.0,625
1 BHK House for Rent in Hullahalli Bangalore,Hullahalli,11000,1.0,1.0,700
"3 BHK Flat for Rent in DS Max Serenity, Bommanahalli, Bangalore","DS Max Serenity, Bommanahalli",27000,2.0,3.0,1200
"1 BHK Flat for Rent in Svamitva Emerald Square, Bommasandra Jigani Link Road, Bangalore","Svamitva Emerald Square, Bommasandra Jigani Link Road",21000,1.0,1.0,596
"2 BHK Flat for Rent in Prestige Park View, Whitefield, Bangalore","Prestige Park View, Whitefield",28000,2.0,2.0,650
2 BHK House for Rent in Kithiganur Bangalore,Kithiganur,13000,2.0,2.0,650
1 BHK House for Rent in Duo Heights Layout Bangalore,Duo Heights Layout,10000,1.0,1.0,400
"3 BHK Flat for Rent in Phase 2 Electronic City, Bangalore",Phase 2 Electronic City,25000,2.0,3.0,914
"2 BHK Flat for Rent in Sanjeevini Srushti, Whitefield, Bangalore","Sanjeevini Srushti, Whitefield",35000,2.0,2.0,1125
1 BHK Flat for Rent in Bangalore,,20000,1.0,1.0,397
"2 BHK Flat for Rent in Nandi Citadel, Bannerghatta Main Road, Bangalore","Nandi Citadel, Bannerghatta Main Road",38000,2.0,2.0,1030
3 BHK House for Rent in Byrasandra Bangalore,Byrasandra,50000,1.0,3.0,3000
2 BHK Flat for Rent in Bangalore,,27000,4.0,2.0,1350
"1 BHK Flat for Rent in Mylsandra Dinne, Bangalore",Mylsandra Dinne,7000,1.0,1.0,540
"3 BHK Flat for Rent in Brigade Cornerstone Utopia, Varthur, Bangalore","Brigade Cornerstone Utopia, Varthur",70000,3.0,3.0,1656
"2 BHK Flat for Rent in Shriram Wyt Field, Budigere Cross, Bangalore","Shriram Wyt Field, Budigere Cross",28000,2.0,2.0,888
2 BHK Flat for Rent in Bangalore,,30000,4.0,2.0,700
2 BHK House for Rent in Singapura Village Bangalore,Singapura Village,25000,2.0,2.0,1200
"3 BHK Flat for Rent in Sai Nandana, Ward No 198 Hemmigepura, Bangalore","Sai Nandana, Ward No 198 Hemmigepura",27000,2.0,3.0,1470
"3 BHK Flat for Rent in SV Tejas Apartment, Itpl, Whitefield, Bangalore","SV Tejas Apartment, Itpl, Whitefield",44000,6.0,3.0,1827
2 BHK House for Rent in Karihobanahalli Bangalore,Karihobanahalli,21000,2.0,2.0,1100
"2 BHK Flat for Rent in Sowparnika Tharangini, Ittangur, Bangalore","Sowparnika Tharangini, Ittangur",21000,2.0,2.0,949
2 BHK Flat for Rent in Bangalore,,33000,4.0,2.0,1000
"2 BHK Flat for Rent in Basapura Main Road, Bangalore",Basapura Main Road,25000,5.0,2.0,1450
3 BHK Flat for Rent in Bangalore,,50000,2.0,3.0,400
"3 BHK Flat for Rent in Mahaveer Celesse, Yelahanka Airforce Base, Bangalore","Mahaveer Celesse, Yelahanka Airforce Base",45000,2.0,3.0,1350
"2 BHK Flat for Rent in Shrivas Serenity, K Channasandra, Bangalore","Shrivas Serenity, K Channasandra",32000,4.0,2.0,1100
"3 BHK Flat for Rent in Bagaluru, Bangalore",Bagaluru,27000,2.0,3.0,648
"3 BHK Flat for Rent in Iggaluru Village, Bangalore",Iggaluru Village,28000,3.0,3.0,1500
2 BHK House for Rent in Sai Gardens Bangalore,Sai Gardens,21000,2.0,2.0,1200
2 BHK House for Rent in BEML Layout RR Nagar Bangalore,BEML Layout RR Nagar,18000,2.0,2.0,1000
"3 BHK Flat for Rent in Unishire Terraza, P and T Layout Thanisandra, Bangalore","Unishire Terraza, P and T Layout Thanisandra",50000,3.0,3.0,1900
"3 BHK Flat for Rent in Shriram Wyt Field, Budigere Cross, Bangalore","Shriram Wyt Field, Budigere Cross",29000,2.0,3.0,1055
"3 BHK House for Rent in Aecs Layout-Singasandra, Singasandra, Hosur Road Bangalore","Aecs Layout-Singasandra, Singasandra, Hosur Road",45000,3.0,3.0,1800
"2 BHK Flat for Rent in Abodh Valmark, Veerannapalya, Nagavara, Bangalore","Abodh Valmark, Veerannapalya, Nagavara",45000,2.0,2.0,1400
3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,70000,2.0,3.0,1800
"3 BHK Flat for Rent in Brigade El Dorado, Bagalur Main Road, Bangalore","Brigade El Dorado, Bagalur Main Road",27000,3.0,3.0,971
3 BHK House for Rent in Ferns Habitat Bangalore,Ferns Habitat,75000,3.0,3.0,2200
"3 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Main Road,37000,2.0,3.0,1400
3 BHK House for Rent in Dr Shivaram Karanth Nagar Bangalore,Dr Shivaram Karanth Nagar,45000,3.0,3.0,1450
"1 BHK Flat for Rent in Kodichikkanahalli Main Road, Bangalore",Kodichikkanahalli Main Road,12000,5.0,1.0,400
2 BHK House for Rent in Kasturi Nagar Bangalore,Kasturi Nagar,25000,2.0,2.0,900
3 BHK House for Rent in Bagaluru Bangalore,Bagaluru,16500,2.0,3.0,1150
"3 BHK Flat for Rent in Mahaveer Promenade, Whitefield, Bangalore","Mahaveer Promenade, Whitefield",50000,3.0,3.0,1588
"2 BHK Flat for Rent in DS Max Sprinkles, Sarjapur Road, Bangalore","DS Max Sprinkles, Sarjapur Road",27500,5.0,2.0,1034
5 BHK House for Rent in Marathahalli Bangalore,Marathahalli,150000,5.0,5.0,4140
"2 BHK Flat for Rent in Sobha Dream Gardens, Thanisandra, Bangalore","Sobha Dream Gardens, Thanisandra",40000,2.0,2.0,750
2 BHK House for Rent in Gantiganahalli Bangalore,Gantiganahalli,22500,2.0,2.0,1200
"2 BHK Flat for Rent in MBR Scapple, Bannerghatta Main Road, Bangalore","MBR Scapple, Bannerghatta Main Road",35000,2.0,2.0,1140
2 BHK House for Rent in Haralur Bangalore,Haralur,30000,2.0,2.0,900
3 BHK House for Rent in Saint Thomas Town Bangalore,Saint Thomas Town,35000,3.0,3.0,1200
"3 BHK Flat for Rent in Gayatri Ocean Blue, Kundalahalli, Brookefield, Bangalore","Gayatri Ocean Blue, Kundalahalli, Brookefield",42565,1.0,3.0,1590
"2 BHK Flat for Rent in Samhita Rainbow MTB, Thubarahalli, Whitefield, Bangalore","Samhita Rainbow MTB, Thubarahalli, Whitefield",49000,2.0,2.0,1290
2 BHK House for Rent in Padmeshwari Nagar Bangalore,Padmeshwari Nagar,16000,2.0,2.0,800
"3 BHK Flat for Rent in Royal Enclave, Marathahalli, Bangalore","Royal Enclave, Marathahalli",40000,3.0,3.0,1500
2 BHK House for Rent in Byrathi Bangalore,Byrathi,25000,2.0,2.0,550
"2 BHK Flat for Rent in Keerthi Residency, Singasandra, Hosur Road, Bangalore","Keerthi Residency, Singasandra, Hosur Road",26000,2.0,2.0,1075
"2 BHK House for Rent in Nagavarapalya, CV Raman Nagar Bangalore","Nagavarapalya, CV Raman Nagar",22000,1.0,2.0,900
"3 BHK Flat for Rent in Sobha Royal Pavilion, Sarjapur Road, Bangalore","Sobha Royal Pavilion, Sarjapur Road",90000,4.0,3.0,1330
1 BHK House for Rent in Basavanagar Main Road Bangalore,Basavanagar Main Road,15000,3.0,1.0,650
"2 BHK Flat for Rent in Athithi Meadows, Amar Regency Layout, Bangalore","Athithi Meadows, Amar Regency Layout",28500,2.0,2.0,1150
"2 BHK Flat for Rent in Kada Agrahara, Bangalore",Kada Agrahara,21000,2.0,2.0,1100
2 BHK Villa for Rent in Budigere Bangalore,Budigere,32000,2.0,2.0,1225
"2 BHK Flat for Rent in Kyalasanahalli, Bangalore",Kyalasanahalli,15000,3.0,2.0,700
"3 BHK Flat for Rent in Sowparnika Sai Krishna, Sompura, Bangalore","Sowparnika Sai Krishna, Sompura",26000,3.0,3.0,1300
"2 BHK Flat for Rent in Century Commanders Vista, Yelahanka, Bangalore","Century Commanders Vista, Yelahanka",25908,4.0,2.0,1073
2 BHK House for Rent in Prakruthi Layout Sidedahalli Bangalore,Prakruthi Layout Sidedahalli,20000,2.0,2.0,1000
"3 BHK Flat for Rent in Samaya Sonata, Vidyaranyapura, Bangalore","Samaya Sonata, Vidyaranyapura",23000,2.0,3.0,1350
3 BHK Villa for Rent in Attibele Bangalore,Attibele,45000,3.0,3.0,2550
2 BHK House for Rent in Haralur Main Road Bangalore,Haralur Main Road,30000,2.0,2.0,1040
"3 BHK Flat for Rent in Sashank Advaith, Choodasandra, Bangalore","Sashank Advaith, Choodasandra",45000,3.0,3.0,1550
3 BHK House for Rent in Stage 2 Indiranagar Bangalore,Stage 2 Indiranagar,90000,3.0,3.0,1600
"2 BHK Flat for Rent in Hoodi, Hoodi, Bangalore","Hoodi, Hoodi",35000,2.0,2.0,900
"2 BHK Flat for Rent in Vindhyagiri BDA, Bidare Agraha, Bangalore","Vindhyagiri BDA, Bidare Agraha",21000,2.0,2.0,900
"3 BHK Flat for Rent in Prestige Park Square, Gottigere, Bangalore","Prestige Park Square, Gottigere",49000,2.0,3.0,1348
"3 BHK Flat for Rent in Prestige Tranquility, Budigere, Bangalore","Prestige Tranquility, Budigere",55000,3.0,3.0,1820
"2 BHK Flat for Rent in Shanthinagar, Bangalore",Shanthinagar,23000,3.0,2.0,1000
"3 BHK Flat for Rent in BM Marvel, Borewell Road, Bangalore","BM Marvel, Borewell Road",43000,3.0,3.0,1522
4 BHK House for Rent in Sadanandanagar Bangalore,Sadanandanagar,180000,5.0,4.0,3000
"2 BHK Flat for Rent in Prestige Finsbury Park, Bagalur Main Road, Bangalore","Prestige Finsbury Park, Bagalur Main Road",25000,2.0,2.0,971
2 BHK House for Rent in CV Raman Nagar Kaggadasapura Bangalore,CV Raman Nagar Kaggadasapura,32000,2.0,2.0,1800
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,35000,2.0,3.0,1200
"2 BHK Flat for Rent in CMRS Royal Orchid, Varthur, Bangalore","CMRS Royal Orchid, Varthur",30000,2.0,2.0,900
1 BHK House for Rent in Sector 3 HSR Layout Bangalore,Sector 3 HSR Layout,20000,1.0,1.0,550
"2 BHK Flat for Rent in SSVR Urban Flora, Whitefield, Bangalore","SSVR Urban Flora, Whitefield",24000,4.0,2.0,1050
"3 BHK House for Rent in C V Raman Nagar, S G Palaya, Close to Bagmane Tech Park Bangalore","C V Raman Nagar, S G Palaya, Close to Bagmane Tech Park",40000,2.0,3.0,1500
2 BHK House for Rent in HSR Extension Bangalore,HSR Extension,32000,2.0,2.0,1100
1 BHK House for Rent in Avalahalli New BDA Layout Bangalore,Avalahalli New BDA Layout,25000,1.0,1.0,550
2 BHK House for Rent in HMT Layout Nagasandra Bangalore,HMT Layout Nagasandra,6000,2.0,2.0,1000
"2 BHK Flat for Rent in Sowparnika Unnathi, Attibele, Bangalore","Sowparnika Unnathi, Attibele",23000,2.0,2.0,858
"2 BHK Flat for Rent in Modini Blooming, Electronic City, Bangalore","Modini Blooming, Electronic City",26000,5.0,2.0,1200
"4 BHK Villa for Rent in Ecc Road, Whitefield Bangalore","Ecc Road, Whitefield",150000,4.0,4.0,3000
"2 BHK Flat for Rent in GK Jewel City, Kudlu, Bangalore","GK Jewel City, Kudlu",34000,5.0,2.0,1250
"2 BHK Flat for Rent in SLV HM Signature, Block 4th HBR Layout, Bangalore","SLV HM Signature, Block 4th HBR Layout",30000,2.0,2.0,1150
"1 BHK Flat for Rent in Parappana Agrahara, Bangalore",Parappana Agrahara,20000,1.0,1.0,670
"2 BHK Flat for Rent in Silicon Prime, Bannerghatta Main Road, Bangalore","Silicon Prime, Bannerghatta Main Road",20000,2.0,2.0,900
1 BHK House for Rent in Phase 8th JP Nagar Bangalore,Phase 8th JP Nagar,12000,1.0,1.0,650
1 BHK House for Rent in Jairam Layout Bangalore,Jairam Layout,5000,1.0,1.0,600
"2 BHK Flat for Rent in Shriram Greenfield, Budigere, Bangalore","Shriram Greenfield, Budigere",30000,2.0,2.0,904
2 BHK House for Rent in Remco Layout Bangalore,Remco Layout,20000,1.0,2.0,600
"3 BHK Flat for Rent in SLV Central Park, Old Madras Road, Bangalore","SLV Central Park, Old Madras Road",48000,3.0,3.0,1111
"2 BHK Flat for Rent in Phase 3 Reliable Residency Layout, Bangalore",Phase 3 Reliable Residency Layout,30000,2.0,2.0,700
"3 BHK Flat for Rent in Venkateshwara SV Elegant, Kadugodi, Bangalore","Venkateshwara SV Elegant, Kadugodi",40000,3.0,3.0,1495
"2 BHK Flat for Rent in Rohan Iksha, Bhoganhalli, Bangalore","Rohan Iksha, Bhoganhalli",65000,2.0,2.0,1317
"4 BHK Flat for Rent in DivyaSree 77 Place, Yemalur Main Road, Bangalore","DivyaSree 77 Place, Yemalur Main Road",180000,3.0,4.0,2200
"2 BHK Flat for Rent in Sipani Royal Heritage, Chandapura Anekal Road, Bangalore","Sipani Royal Heritage, Chandapura Anekal Road",22000,2.0,2.0,835
2 BHK House for Rent in Padmeshwari Nagar Bangalore,Padmeshwari Nagar,17000,2.0,2.0,800
"2 BHK Flat for Rent in RT Nagar, Bangalore",RT Nagar,16000,3.0,2.0,750
"2 BHK Flat for Rent in Sri Lakshmi Venkateshwara Nilayam, Uttarahalli Hobli, Bangalore","Sri Lakshmi Venkateshwara Nilayam, Uttarahalli Hobli",17000,1.0,2.0,900
"2 BHK Flat for Rent in Jaya Hibiscus, Horamavu, Bangalore","Jaya Hibiscus, Horamavu",30000,2.0,2.0,1055
2 BHK House for Rent in Nri Layout Bangalore,Nri Layout,21000,2.0,2.0,900
"3 BHK Flat for Rent in Signature Splendor, Chandapura, Bangalore","Signature Splendor, Chandapura",28500,2.0,3.0,1112
"2 BHK Flat for Rent in Bhavisha Meadows, Chandapura, Bangalore","Bhavisha Meadows, Chandapura",23000,2.0,2.0,927
1 BHK House for Rent in Divya krupa Bangalore,Divya krupa,12000,1.0,1.0,330
"1 BHK House for Rent in Baba Nagar, Kattigenahalli, Bagalur Main Road Bangalore","Baba Nagar, Kattigenahalli, Bagalur Main Road",15000,2.0,1.0,800
"2 BHK Flat for Rent in Varthur, Bangalore",Varthur,32000,2.0,2.0,1086
"3 BHK Flat for Rent in Shravanthi Pragathi, Sarjapura Attibele Road, Bangalore","Shravanthi Pragathi, Sarjapura Attibele Road",29000,3.0,3.0,1360
"2 BHK Flat for Rent in Jhanavi Capetown, Phase 1 Electronics City, Bangalore","Jhanavi Capetown, Phase 1 Electronics City",26000,2.0,2.0,1084
3 BHK Villa for Rent in Chandapura Anekal Road Bangalore,Chandapura Anekal Road,32000,3.0,3.0,2200
"2 BHK Flat for Rent in Ramky One Karnival, Phase 1 Electronics City, Bangalore","Ramky One Karnival, Phase 1 Electronics City",32000,1.0,2.0,755
1 BHK Flat for Rent in Bangalore,,26000,1.0,1.0,400
"2 BHK House for Rent in Doddakallasandra, Konanakunte Bangalore","Doddakallasandra, Konanakunte",20000,2.0,2.0,1060
"2 BHK Flat for Rent in Shriram Greenfield, Budigere, Bangalore","Shriram Greenfield, Budigere",21200,2.0,2.0,935
"2 BHK House for Rent in Vijinapura, Dooravani Nagar Bangalore","Vijinapura, Dooravani Nagar",12000,1.0,2.0,1200
"3 BHK Flat for Rent in Jasper and Iridium at Brigade EL Dorado, Huvinayakanahalli, Bangalore","Jasper and Iridium at Brigade EL Dorado, Huvinayakanahalli",23000,2.0,3.0,971
"1 BHK House for Rent in Mcechs Layout, Jakkuru Bangalore","Mcechs Layout, Jakkuru",13000,1.0,1.0,500
"2 BHK Flat for Rent in Pulikeshi Nagar, Bangalore",Pulikeshi Nagar,4000,6.0,2.0,900
"1 BHK Flat for Rent in Varthur, Bangalore",Varthur,12500,4.0,1.0,600
2 BHK House for Rent in Begur Bangalore,Begur,31000,1.0,2.0,1080
"3 BHK Flat for Rent in Phase 2 Electronic City, Bangalore",Phase 2 Electronic City,32000,3.0,3.0,1200
"1 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,16500,1.0,1.0,400
"3 BHK Flat for Rent in Anand Somu Pristine, Phase 8th JP Nagar, Bangalore","Anand Somu Pristine, Phase 8th JP Nagar",30000,4.0,3.0,1735
3 BHK Villa for Rent in prakurti peninsula sarjapur Bangalore,prakurti peninsula sarjapur,31000,3.0,3.0,1600
"3 BHK Flat for Rent in Puravankara Purva Zenium, Kempegowda International Airport Road, Bangalore","Puravankara Purva Zenium, Kempegowda International Airport Road",50000,3.0,3.0,1689
"3 BHK Flat for Rent in Sanjeevini Srushti, Whitefield, Bangalore","Sanjeevini Srushti, Whitefield",37000,2.0,3.0,749
"3 BHK Flat for Rent in DSR Highland Greenz, Doddakannelli, Bangalore","DSR Highland Greenz, Doddakannelli",66000,3.0,3.0,1032
"3 BHK Flat for Rent in Mantri Alpyne, Banashankari, Bangalore","Mantri Alpyne, Banashankari",37000,2.0,3.0,1260
"2 BHK Flat for Rent in Fortuna Krrish, Horamavu, Bangalore","Fortuna Krrish, Horamavu",35000,5.0,2.0,1190
"2 BHK Flat for Rent in Lohith GreenWoods Apartment, Essel Gardens, Bangalore","Lohith GreenWoods Apartment, Essel Gardens",20000,5.0,2.0,1050
2 BHK Flat for Rent in Bangalore,,22000,4.0,2.0,925
2 BHK House for Rent in Ayyappa Nagar Krishnarajapura Bangalore,Ayyappa Nagar Krishnarajapura,22000,1.0,2.0,950
"2 BHK Flat for Rent in Seegehalli, Bangalore",Seegehalli,13500,4.0,2.0,600
"2 BHK Flat for Rent in Basapura Main Road, Bangalore",Basapura Main Road,23000,2.0,2.0,1000
"2 BHK Flat for Rent in Sai Poorna Heights, Hsr Layout, Bangalore","Sai Poorna Heights, Hsr Layout",40600,2.0,2.0,1260
"3 BHK Flat for Rent in SNN Raj Greenbay, Phase 2 Electronic City, Bangalore","SNN Raj Greenbay, Phase 2 Electronic City",50000,2.0,3.0,1395
"2 BHK Flat for Rent in Century Horizon, Jakkur Road, Bangalore","Century Horizon, Jakkur Road",55000,2.0,2.0,1155
"2 BHK Flat for Rent in Maruthi Nagar Attiguppe, Bangalore",Maruthi Nagar Attiguppe,23000,2.0,2.0,750
"1 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,23000,1.0,1.0,456
"1 BHK Flat for Rent in Sultanpalya, Bangalore",Sultanpalya,6000,1.0,1.0,200
"2 BHK Flat for Rent in Kodigehalli, Bangalore",Kodigehalli,28000,2.0,2.0,950
2 BHK Flat for Rent in Bangalore,,18000,2.0,2.0,855
3 BHK House for Rent in Electronic City Bangalore,Electronic City,58000,2.0,3.0,960
"2 BHK Flat for Rent in Hita Lirio, Prakash Layout, Bangalore","Hita Lirio, Prakash Layout",37000,4.0,2.0,1078
"2 BHK Flat for Rent in Pavani Sreshta, Manjunatha Layout Marathahalli Village, Bangalore","Pavani Sreshta, Manjunatha Layout Marathahalli Village",43000,2.0,2.0,1335
2 BHK House for Rent in SVG Nagar Bangalore,SVG Nagar,26000,2.0,2.0,1100
"3 BHK Flat for Rent in Sobha Royal Pavilion, Sarjapur Road, Bangalore","Sobha Royal Pavilion, Sarjapur Road",90000,4.0,3.0,1400
"2 BHK Flat for Rent in SMR Vinay Meenakshi, Gottigere Main Road, Bangalore","SMR Vinay Meenakshi, Gottigere Main Road",30000,2.0,2.0,1245
2 BHK Flat for Rent in Bangalore,,14000,1.0,2.0,700
1 BHK House for Rent in Patel Layout Devasthanagalu Bangalore,Patel Layout Devasthanagalu,14000,1.0,1.0,600
"2 BHK Flat for Rent in Sruthika Springfields, Vidyaranyapura, Bangalore","Sruthika Springfields, Vidyaranyapura",24000,2.0,2.0,1053
"3 BHK Flat for Rent in Krishna Mystiq, Basapura Main Road, Bangalore","Krishna Mystiq, Basapura Main Road",45000,2.0,3.0,1200
"2 BHK Flat for Rent in Shriram Smrithi, Sarjapura Attibele Road, Bangalore","Shriram Smrithi, Sarjapura Attibele Road",25000,2.0,2.0,1315
"1 BHK Flat for Rent in Provident Park Square Phase 4, Kanakapura Road, Bangalore","Provident Park Square Phase 4, Kanakapura Road",21000,1.0,1.0,525
4 BHK Villa for Rent in Rayasandra Bangalore,Rayasandra,85000,5.0,4.0,2483
1 BHK Flat for Rent in Bangalore,,16000,5.0,1.0,450
"2 BHK Flat for Rent in Confident Meadows, Sarjapur Road, Bangalore","Confident Meadows, Sarjapur Road",35000,2.0,2.0,1170
1 BHK House for Rent in manchanayakanahalli Bangalore,manchanayakanahalli,9500,1.0,1.0,500
"2 BHK House for Rent in Poorna Pragna Layout, Banashankari Bangalore","Poorna Pragna Layout, Banashankari",14500,2.0,2.0,1100
"3 BHK Villa for Rent in Sai samruddhi layout, Koli farm gate Bangalore","Sai samruddhi layout, Koli farm gate",50000,4.0,3.0,2600
"3 BHK Flat for Rent in LBI Bliss, Kadugodi, Bangalore","LBI Bliss, Kadugodi",30000,2.0,3.0,1515
"3 BHK Flat for Rent in Brigade El Dorado, Bagalur Main Road, Bangalore","Brigade El Dorado, Bagalur Main Road",25000,3.0,3.0,1026
"2 BHK Flat for Rent in RMZ Galleria, Yelahanka, Bangalore","RMZ Galleria, Yelahanka",85000,2.0,2.0,1100
"3 BHK Flat for Rent in Sobha Silicon Oasis, Hosa Road, off Hosur Road, Bangalore","Sobha Silicon Oasis, Hosa Road, off Hosur Road",50000,3.0,3.0,1530
"3 BHK Flat for Rent in Shapoorji Pallonji Parkwest Phase 2, Binny Pete, Bangalore","Shapoorji Pallonji Parkwest Phase 2, Binny Pete",65000,3.0,3.0,2000
"4 BHK Flat for Rent in Sobha Forest View, Stage 6th Banashankari, Bangalore","Sobha Forest View, Stage 6th Banashankari",120000,4.0,4.0,2318
"3 BHK Flat for Rent in Myhna Maple, Varthur, Bangalore","Myhna Maple, Varthur",55000,2.0,3.0,1595
"3 BHK Flat for Rent in L And T Olivia At Raintree Boulevard Cluster 7, Hebbal, Bangalore","L And T Olivia At Raintree Boulevard Cluster 7, Hebbal",75000,3.0,3.0,1200
"3 BHK Flat for Rent in Sobha Windsor, Whitefield, Bangalore","Sobha Windsor, Whitefield",65000,3.0,3.0,1085
